"","req","item_req","texto_req","grupo_mercadoria","nm","valor_estimado","oportunidade","item_oportunidade"
"2679","0028834927",20,"Fole p/válv.seg.alívio Fukui","40141616","000000000011230809",41753.36,"7003574004",1
"2680","0030693322",10,"Acoplamento p/válv.emergência Gimpel","40141616","000000000010304579",14171.96,"7003685365",9
"2681","0028805727",10,"Lâmpada vap metálico 2000W 220V E40","39101614","000000000010096444",356.07,NA,0
"2682","4003013733",10,"Transm.pressão man. 0a21000kPa","41112410","000000000012653554",10000,"7003553837",26
"2683","4003013733",20,"Detector hidrocarbonetos 0-100LEL","41113105","000000000012659467",60000,"7003552081",8
"2684","4003013733",30,"Transm.temperatura digital 0a100°C","41112105","000000000012654011",20000,"7003556110",48
"2685","4003013733",40,"Transm.pressão man. 0a21000kPa","41112410","000000000012653554",10000,"7003667404",17
"2686","0029765425",20,"Vv.controle globo NPS 10 Cv393","40141609","000000000011449340",0.01,NA,0
"2687","0031261666",10,"Vv.controle globo NPS 10","40141609","000000000012467205",30000,"7003573789",10
"2688","0030339305",10,"Válv.esf. F/S 6"" 1500# LCC","40141607","000000000011918934",82502.88,"7003569196",2
"2689","0028805727",20,"Lâmpada vap metálico 2000W 220V E40","39101614","000000000010096444",471.9,"7003565935",1
"2690","0029608286",10,"Transm.vazão mássico 0a0,04t/h","41112516","000000000012222759",36000,"7003799731",1
"2691","0029475786",10,"Visor nível palh.mag. 850mm","41112407B","000000000010738384",38196.76,"7003563016",1
"2692","0030275174",10,"Detector chama p/sist.incênd IR ME EQP","46191504","000000000011586186",45653.49,"7003567104",1
"2693","0029165543",10,"Válvula dilúvio DN 8""","46191602A","000000000012367504",65000,"7003708088",1
"2694","0030487290",10,"Válv.múltipla 2vv. AI 316L","40141600H","000000000012289435",54122.04,"7003552075",2
"2695","0031073387",10,"Válvula agulha 1/2"" M-F NPT A105","40141602","000000000010328711",333.02,"7003552075",8
"2696","0029823966",10,"Transm.nível displacer 0a48""","41111938","000000000011811106",57166.08,NA,0
"2697","0029823966",20,"Transm.nível displacer 0a48""","41111938","000000000011811106",50636.66,NA,0
"2698","0029823966",30,"Transm.nível displacer 0a48""","41111938","000000000011811106",55208.87,"7003731014",2
"2699","0030746298",10,"Motor el. 3F 4p 3,7kW 440V Ex nA","26101114","000000000012196281",13452.11,"7003685693",3
"2700","0029162266",10,"Caixa passag. A Inox 1 1/2""","39121303","000000000012504037",8000,"7003679892",1
"2701","0031185382",10,"Emenda reta cont.fr 300,0mm² 12/20kV","39121421","000000000012657056",3050.32,"7003552080",12
"2702","0030514189",10,"Cabo pot nav 6kV 3x 70mm² EPR ST2","26121629A","000000000012603151",200,NA,0
"2703","0029613200",10,"Pressostato abs. 15a200bar","39121506","000000000012171523",650,"7003553247",1
"2704","0029232005",10,"Booster pressão 3/4""FJA2500 1:1,0046","41112408","000000000011872439",690325.31,"7003285035",2
"2705","0029232005",20,"Booster pressão 3/4""FJA2500 1:1,0046","41112408","000000000011872439",742928.26,"7003553430",1
"2706","0030813988",10,"Válv.esf. F/S 12"" 1500# FJA A105/A216WCB","40141607","000000000011914717",110102.75,"7003709121",1
"2707","0030813988",20,"Válv.esf. F/S 12"" 1500# FJA A105/A216WCB","40141607","000000000011914717",110102.75,NA,0
"2708","0030822779",10,"Válv.esf. F/S 10"" 1500# FJA A105/A216WCB","40141607","000000000011914696",107022.95,"7003709121",2
"2709","0029810396",10,"Tubo de fibra de vidro reforç. c/ PRFV D","40142100A","000000000012523080",280,"7003553836",1
"2710","0031202100",10,"Válvula macho n/lub 2"" 300 FLG FR A217-C","40141626","000000000012713793",360000,"7003553840",5
"2711","0031329138",10,"Lumin. LED 60W 100-240Vca Ex de","39111501A","000000000012240536",3508.14,"7003661114",1
"2712","0031441438",10,"Lumin. LED 28W 100-240Vca/108-250Vcc Ex","39111501A","000000000012127463",1106.35,"7003661114",7
"2713","0031240021",10,"Bateria acumuladores ácida 120V 200Ah","26111700A","000000000011954896",46300.81,"7003662388",3
"2714","0030872312",10,"Transm.vazão desloc.pos 13,6a136m3/h","41112516","000000000010754580",10000,NA,0
"2715","0031008327",10,"Transm.vazão magnético 0a20m3/h","41112516","000000000011063624",38652.88,NA,0
"2716","0031266741",10,"Transm.vazão ultrasôn. 0,3a100m/s","41112516","000000000012504708",143532.5,NA,0
"2717","0030239098",10,"Vv.controle on-off esfera NPS 10","40141609","000000000012532873",10000,"7003662544",10
"2718","0030082870",10,"Cabo pot nav 1kV 1x 300mm² HF XLPE SHF1","26121629A","000000000011809431",0.01,NA,0
"2719","0030007215",10,"Válvula hidráulica Direcional","40141608","000000000010543643",35292.16,NA,0
"2720","0029841747",10,"Relé multifunção digital","39122323","000000000011333116",20251.99,NA,0
"2721","0030296459",10,"Válv. regul. pressão DN1/2"" Cv0,3","41112404","000000000012532050",23370.55,"7003471706",3
"2722","0029662230",10,"Cabo instr. 250V 12P 1mm² PVC/E ST2","26121642","000000000011200255",34.21,NA,0
"2723","0029765425",10,"Vv.controle globo NPS 10 Cv393","40141609","000000000011449340",0.01,NA,0
"2724","0029857224",10,"Válv. controle, esfera, DN 6"" 150 FR","40141609","000000000012545143",30000,"7003549590",1
"2725","4003017968",10,"Calibrador multi-funç. 24Vcc","41111917B","000000000012666644",83221.1,"7003662110",5
"2726","4002995519",10,"Fonte alimentação 12Vcc 2A","39121004","000000000010585433",1000,"7003422745",1
"2727","0030889513",30,"Motor el. 3F 4p 32kW 440V Ex nA","26101114","000000000010847917",0.01,NA,0
"2728","0031516827",10,"Tubo sanf pas.norm AISI304 3/4""x 10000mm","40142006A","000000000010977125",979.41,"7003703923",2
"2729","4003002936",10,"Válvula de Controle Esfera","40141609",NA,1,"7003459654",1
"2730","0030863533",10,"Válv. controle, esfera, DN 4"" 150 FR","40141609","000000000012523346",76142.73,"7003460297",16
"2731","4003016682",10,"RELÉS ELETROMECÂNICOS (LOTE 01) - ME/EPP","39122307",NA,1,"7003550174",1
"2732","4003016682",20,"RELÉS ELETROMECÂNICOS (LOTE 02) - ME/EPP","39122307",NA,1,"7003550174",2
"2733","0028934883",10,"Válvula seg/alív. 1 1/2x 2"" FJAxFR UNS N","40141606","000000000012251898",2500,NA,0
"2734","0029950796",10,"Vv.controle on-off borb. NPS 6","40141609","000000000011745042",23073.2,NA,0
"2735","0029950796",20,"Vv.controle on-off borb. NPS 6","40141609","000000000011745042",23073.2,"7003692879",1
"2736","0030656614",10,"Disco d/ruptura AISI316 3""","40142323","000000000012220697",3879.56,"7003418442",4
"2737","0029157233",10,"Posicionador intelig. 0,5a4,5""","40141600E","000000000010656483",7263.82,"7003582319",5
"2738","0030487223",10,"Sensor multiv. analóg. 12Vcc","41111900C","000000000010942836",97642.07,NA,0
"2739","0029573653",10,"Med.volum. engren. 0,03a7,5l/m","41112512","000000000011307242",26223.77,NA,0
"2740","0028909468",10,"Cj.placas/célula p/analis.umidade Spectr","41112304A","000000000012475479",319536.2,"7003401701",1
"2741","0030552426",10,"Vv.controle on-off esfera NPS 3 Cv1100","40141609","000000000012519775",49168.55,NA,0
"2742","0030552428",10,"Vv.controle on-off esfera NPS 3 Cv1100","40141609","000000000012519150",49581.61,NA,0
"2743","0030552429",10,"Vv.controle on-off esfera NPS 2 Cv440","40141609","000000000012522620",43321.14,NA,0
"2744","0031113414",10,"Válvula gav. 7 1/16"" 10000# FLANGETEC A5","40141613","000000000012505122",1e+05,"7003655205",2
"2745","0031142801",10,"Válvula gav. 1"" 1500# FJA F316L","40141613","000000000011401933",6567.98,"7003655205",4
"2746","0031519779",10,"Cabo el. nu de cobre cl.2A 70mm²","26121645","000000000010018648",38.9,NA,0
"2747","0031050713",10,"Calibrador multi-funç. bat.Li-ion","41111917B","000000000012354753",41618.8,"7003662110",1
"2748","0029780060",10,"Válv. solenóide manifold 3/2 vias","40141605","000000000012533073",5000,"7003465417",7
"2749","0029421001",10,"Detector H2S 0-100ppm 17a32Vcc","41113117","000000000012141511",4919.12,"7003423184",1
"2750","0029854802",10,"Contator vácuo 400A 5000kVA 115Vca","39121529C","000000000011471008",31925.07,"7003423254",2
"2751","0030212345",10,"Motor el. 3F 2p 55kW 440V Ex nA","26101114","000000000012569389",70000,"7003425564",5
"2752","0030361861",10,"Motor el. 3F 4p 380kW 4kV Ex e","26101114","000000000012189576",400243.19,"7003425564",8
"2753","0029611630",10,"Poste específico aço galv.frio p/aterram","39121613","000000000011588418",160,"7003422704",1
"2754","0030889513",10,"Motor el. 3F 4p 32kW 440V Ex nA","26101114","000000000010847917",0.01,"7003477060",4
"2755","0030889513",20,"Motor el. 3F 4p 32kW 440V Ex nA","26101114","000000000010847917",0.01,"7003708089",1
"2756","0031252426",10,"Luminária emergência 2x30W 100-240Vca","39111709","000000000012229123",4262.64,"7003708915",1
"2757","0030753293",10,"Transm.nível capac. configurável","41111938","000000000011405159",28564.04,"7003460194",2
"2758","0029617234",10,"Válvula seg/alív. 4x 6"" FR A995-4A","40141606","000000000011840370",56078.05,"7003460197",4
"2759","0030339613",10,"Junta dresser DN 30""","40142300E","000000000011923608",72774.12,"7003460567",2
"2760","0030078262",10,"Válvula hidráulica Pressão","40141608","000000000012244978",59741.73,NA,0
"2761","0029726228",10,"Transm.pressão dif. -250a250""H2O","41112410","000000000011984060",17813.27,"7003458597",2
"2762","0030366481",10,"Transm.pressão man. 1a20kgf/cm2","41112410","000000000011761563",4885.97,"7003458597",3
"2763","0029841946",10,"Posicionador eletropneum. 0a95º","40141600E","000000000011604300",15992.93,"7003460295",2
"2764","0030560421",10,"Vv.controle esfera NPS 6","40141609","000000000011537499",57435.83,"7003460297",10
"2765","0030813096",10,"Válv. controle, esfera, DN 6"" 150 FR","40141609","000000000012623175",30000,"7003593588",9
"2766","0030283458",10,"Motor el. 3F 4p 22kW 440V Ex nA","26101114","000000000012113498",23208.3,NA,0
"2767","0029582704",10,"Transm.vazão vortex 0a4m3/h","41112516","000000000012053840",16087.97,NA,0
"2768","0029582704",20,"Transm.vazão vortex 0a4m3/h","41112516","000000000012053840",20926.59,"7003550173",1
"2769","0031051813",10,"Transmissor de temperatura","41112105","000000000012661529",3000,"7003550175",12
"2770","0031120999",10,"Transm.pressão dif. 1a100kPa","41112410","000000000012093546",9278.5,NA,0
"2771","4003017336",10,"MANIFOLDS DE INSTR. NÃO PADRON.- LOTE 01","40141600H",NA,1,"7003550514",1
"2772","4003017336",20,"MANIFOLDS DE INSTR. NÃO PADRON.- LOTE 02","40141600H",NA,1,"7003550514",2
"2773","0030592126",30,"Acoplam. esp. p/gerad.el Brush","26101400A","000000000012602502",25573.24,NA,0
"2774","0030060821",20,"Botoeira 2botões 690V Exe","39121561","000000000010207755",1430.9,NA,0
"2775","0029611658",10,"kit reparo p/transm.vazão Brooks","41112500D","000000000011287163",59187.49,NA,0
"2776","0028934883",20,"Válvula seg/alív. 1 1/2x 2"" FJAxFR UNS N","40141606","000000000012251898",2500,NA,0
"2777","0029818295",10,"Válvula alívio 8x 8"" FR A216-WCB","40141606","000000000012469650",25000,"7003547017",3
"2778","0030891445",10,"Posicionador intelig. 0a90º","40141600E","000000000012387504",10016.56,"7003549517",6
"2779","0028934744",10,"Vv.controle globo NPS 4 Cv170","40141609","000000000011590233",33684.37,NA,0
"2780","0028934744",20,"Vv.controle globo NPS 4 Cv170","40141609","000000000011590233",35979.97,NA,0
"2781","0030685796",10,"Válv. controle, globo, DN 16"" 150 FR","40141609","000000000012621870",216831,"7003549895",8
"2782","0030721640",10,"Válv. controle, globo, DN 18"" 150 FR","40141609","000000000012624078",311440.36,"7003726695",2
"2783","0030921879",10,"Válv. controle, globo, DN 4"" 150 FR","40141609","000000000012650075",45695.13,"7003549895",11
"2784","0028894123",10,"SDV gaveta NPS 4 AC A216 WCB c/atuador h","40141609A","000000000012479838",67800,NA,0
"2785","0029748257",10,"SDV esf. NPS 14 AI UNS J93380 c/atuador","40141609A","000000000011860331",0.01,"7003549899",2
"2786","0030941165",10,"SDV-Vv.bloq.emerg, esfera, DN 16"" 150 FR","40141609A","000000000012656016",241797.87,"7003702891",5
"2787","0030576715",10,"Válv.esf. conv. 3"" 150# FR B62","40141607","000000000011497493",4666.76,"7003549900",8
"2788","0030859868",10,"Junta de exp. axial 3330x500mm","40142312","000000000012578782",175000,"7003551192",2
"2789","0029612700",10,"Transm.vazão eletromag. 220a6600m³/h","41112516","000000000012509613",57794.99,"7003458833",4
"2790","0029922320",10,"Transm.vazão desloc.pos configurável","41112516","000000000011215452",58087.66,"7003593584",2
"2791","0029549122",10,"Vv.controle on-off esfera NPS 2 Cv440","40141609","000000000012520069",90306.52,"7003465341",8
"2792","0030869347",10,"Chave nível bóia FLG DE 200mm","39121531","000000000012422640",81200,NA,0
"2793","0028757051",10,"Célula de potência p/inversor WEG","39121006A","000000000011851745",70741,"7003554233",2
"2794","0030592126",10,"Acoplam. esp. p/gerad.el Brush","26101400A","000000000012602504",26046,NA,0
"2795","0030592126",20,"Acoplam. esp. p/gerad.el Brush","26101400A","000000000012602502",25573.24,"7003554233",7
"2796","0030992022",10,"Válvula de segurança","40141606","000000000012659731",394783.58,NA,0
"2797","0030570288",10,"Sensor velocidade 0-2mm","41116400A","000000000011393666",7544.25,NA,0
"2798","0031199073",10,"Anel d/vedação DN 24""","40142300E","000000000012627150",3199.22,"7003553519",7
"2799","0029706731",10,"Válv. solenóide RO 1/2""NPT-F 2vias","40141605","000000000011904275",20141.26,NA,0
"2800","0030060821",10,"Botoeira 2botões 690V Exe","39121561","000000000010207755",1430.9,"7003475622",1
"2801","0029838647",10,"Tubo tr.térm. A179 s/c 1.500 x 0.083"" tp","40101800A","000000000012269961",802.81,"7003478290",1
"2802","0028885449",10,"Válv.esf. conv. 8"" 2500# FJA A105/A216WC","40141607","000000000010465873",165780.94,"7003476874",1
"2803","0030094250",10,"Válv.esf. conv. 6"" 150# FR LF2","40141607","000000000012390140",18326.9,"7003476874",2
"2804","0030780985",10,"Válv.esf. F/S 14"" 150# FR A995-4A","40141607","000000000012626557",120000,"7003476874",4
"2805","0029741723",10,"Kit mont. p/válv.reg.press Hale Hamilton","40141616","000000000011142492",6534,"7003709117",1
"2806","0030599626",10,"Tampão PIG fec ráp A105 3"" 900#","40142400C","000000000010746914",6382.53,"7003479083",1
"2807","0030224960",10,"Transm.pressão dif. -10000a10000mmH20","41112410","000000000012514128",7241.3,NA,0
"2808","0030825134",10,"Posicionador eletropneum. 30a120º","40141600E","000000000012437179",112601.5,"7003475417",10
"2809","0031179555",10,"Transm.nível radar configurável","41111938","000000000012354767",27123.27,"7003577456",5
"2810","0028904636",10,"Válv. regul. pressão DN2 1/2"" Kv232gpm","41112404","000000000010749852",27411.64,NA,0
"2811","0028904636",20,"Válv. regul. pressão DN2 1/2"" Kv232gpm","41112404","000000000010749852",28063.63,"7003577819",1
"2812","0028987748",10,"Transm.vazão mássico 0a4570kg/h","41112516","000000000012423728",53948.16,"7003582713",3
"2813","0029686707",10,"Transm.nível displacer haste 2785mm","41111938","000000000012527838",87596.09,"7003731014",1
"2814","0030562056",10,"Válvula seg/alív. 6x 8"" FR A995-5A","40141606","000000000011097920",90016.41,"7003582106",5
"2815","4003010092",10,"UPS 3F 50/60Hz 10kVA 380V bornes 2h","39121011","000000000012645936",40000,NA,0
"2816","0030886802",10,"Anodo galvân. zinco NBR 9358 ZQS-60","31120000A","000000000012645944",1500,"7003526866",4
"2817","0031265544",10,"IHM toque tela 24Vcc","43211715","000000000011134414",63527.37,"7003684258",5
"2818","0029611658",20,"kit manut. p/transm.vazão Brooks","41112500D","000000000011287163",55891.34,NA,0
"2819","0031049095",10,"SDV esf. NPS 4 AC A216 WCB c/atuador hid","40141609A","000000000012394229",81035.18,NA,0
"2820","0027067424",10,"Vv.controle globo NPS 6 Cv68","40141609","000000000012007127",1e+05,"7002391437",1
"2821","0027067424",20,"Vv.controle globo NPS 6 Cv68","40141609","000000000012007127",1e+05,"7003582104",1
"2822","0028271470",10,"Vv.controle on-off globo NPS 4 Cv36","40141609","000000000012444028",0.01,NA,0
"2823","0028271470",20,"Vv.controle on-off globo NPS 4 Cv36","40141609","000000000012444028",0.01,"7003582104",2
"2824","0031025219",10,"Vv.controle globo NPS 1 Cv20","40141609","000000000011982191",12000,"7003582104",13
"2825","0030933013",10,"Disjuntor aberto 3P 690V/60Hz 630A","39121601C","000000000012653800",50000,NA,0
"2826","0030933013",20,"Disjuntor aberto 3P 690V/60Hz 630A","39121601C","000000000012653800",50000,"7003690954",4
"2827","0030933013",30,"Disjuntor aberto 3P 690V/60Hz 630A","39121601C","000000000012653800",50000,"7003772836",1
"2828","0031328519",10,"Disjuntor aberto 3P 690V/60Hz 3200A","39121601C","000000000011875832",58727.03,"7003735699",1
"2829","0031302749",10,"Motor 3F uso det Motor uso det 150kW 440","26101100B","000000000011009365",50023.28,NA,0
"2830","0029582195",10,"Válvula hidráulica Pressão","40141608","000000000011093522",47811.41,NA,0
"2831","0030293577",10,"Válvula pneum. direc 3/2 1/2NPT","40141603","000000000012535916",3000,NA,0
"2832","0030762557",10,"Bateria acumuladores alcalina 24V 1030Ah","26111700A","000000000012622460",95305.9,"7003582113",2
"2833","0029635474",10,"SDV ret. NPS 3 AC A216 WCB c/atuador pne","40141609A","000000000012504592",40156.6,NA,0
"2834","0029635474",20,"SDV ret. NPS 3 AC A216 WCB c/atuador pne","40141609A","000000000012504592",40156.6,"7003582783",1
"2835","0030398210",10,"Vv.controle on-off borb. NPS 10","40141609","000000000012243552",11646.38,NA,0
"2836","0031009289",10,"BDV-Válv.desc.emerg. esfera 2"" 150 FR","40141609A","000000000012661223",29203.68,"7003792942",1
"2837","0028938794",10,"Luminária emergência 20W 127-240V","39111709","000000000012254745",1949,NA,0
"2838","0028938794",20,"Luminária emergência 20W 127-240V","39111709","000000000012254745",1949,"7003582115",1
"2839","0030110792",10,"Lumin. LED 41W 220Vca/cc Ex ec","39111501A","000000000011952519",1170.26,"7003582115",2
"2840","0031344784",10,"Lumin. LED 89W 100-277Vca Ex nA","39111501A","000000000011498169",9061.03,NA,0
"2841","0030576853",10,"Vv.controle gaveta NPS 10","40141609","000000000011912236",40000,NA,0
"2842","0030576853",20,"Vv.controle gaveta NPS 10","40141609","000000000011912236",40000,NA,0
"2843","0030792265",10,"Anodo galvân. alum. NBR 10387 AQS-10","31120000A","000000000010938526",216.67,"7003582478",2
"2844","0028633494",10,"Válvula alívio 1/2x AISI-316","40141606","000000000011092694",3575.07,"7003583393",1
"2845","0031027956",10,"Vv.controle esfera NPS 1/2 Cv15","40141609","000000000011109950",29393,NA,0
"2846","0031578878",10,"Transf. pot.seco 3F 30kVA Dyn1 480V","39121027","000000000012039930",23836.2,"7003709113",1
"2847","0028852075",10,"Atuador pneum. linear curso 6""","31251504","000000000011427155",67301,"7003666177",1
"2848","0031240268",10,"Atuador elétr. multvoltas 3128Nm","31251501","000000000012667677",47000,"7003582319",11
"2849","0030953256",10,"Amplificador pressão 1/2""BSP 1:2","41112408","000000000011326206",29511.23,"7003582322",1
"2850","0029649546",10,"Conv.sinal FF 4a20mA","39121008","000000000011709648",6749.49,"7003582646",4
"2851","0030923528",10,"IHM toque tela 100-240Vca 4GB SDRAM","43211715","000000000011640225",26492.65,"7003582650",1
"2852","0028909432",10,"Placa p/analis.umidade SpectraSensors","41112304A","000000000012474140",60000,"7003735348",1
"2853","0030967861",10,"Transm.pressão man. 0a150kgf/cm2","41112410","000000000011964271",3058.27,"7003582954",12
"2854","0030005934",10,"SDV gav. NPS 3 AC A216 WCB c/atuador pne","40141609A","000000000012140159",1e+05,"7003525157",7
"2855","0030233312",10,"Válvula hidráulica Vazão","40141608","000000000012164176",4500,"7003683931",4
"2856","0031266249",10,"Med.volum. turbina 280m3/h","41112512","000000000011746975",73698.85,"7003656504",8
"2857","4002970983",10,"Módulo espec. p/calib. pressão Fluke","41112400E","000000000010709836",13690.91,NA,0
"2858","4002970983",20,"Sensor pressão 0a5000psi","41111927","000000000010559138",12807.66,NA,0
"2859","4002970983",30,"Sensor press.man. 0a500psig","41111927","000000000010559104",9275,"7003082628",13
"2860","4002970983",40,"Sensor pressão 0a2bar","41111927","000000000010559103",7857.28,"7003082628",14
"2861","4002970983",50,"Sensor esp. p/calib. pressão Fluke","41112400E","000000000010988619",9191.76,NA,0
"2862","4002970983",60,"Bomba pres/vác","40151506","000000000010736919",4817.97,NA,0
"2863","4002970983",70,"Bomba man hidr","40151506","000000000010977813",6600.25,NA,0
"2864","4002970983",80,"Calibrador temperatura multi-faixas","41113646","000000000011165156",17557.44,"7002891780",11
"2865","4002970983",90,"Calibrador temperatura 33a350ºC","41113646","000000000011527641",14950.63,"7002970419",16
"2866","4002970983",100,"Comunicador campo bat.Li-ion 90-240Vca","41111917B","000000000012128100",37448.35,NA,0
"2867","4002970983",110,"Calibrador multi-funç. 4 AA 1,5Vcc","41111917B","000000000010764224",19253.16,NA,0
"2868","4002970983",120,"Calibrador multi-funç. bat.NiMH","41111917B","000000000011126721",38765.29,NA,0
"2869","4002970983",130,"Multím.digital multifaixas portátil","41113630","000000000010568475",6274.23,NA,0
"2870","4002970983",140,"Bancada de lab.de calibração","56122000A","000000000012162858",163853.33,NA,0
"2871","4002970983",150,"Kit p/pendurar p/multím.dig. Fluke","41113630","000000000010669882",226.88,NA,0
"2872","4002970983",160,"Conjunto cabos d/teste 1000V","39121435","000000000011393605",815.94,NA,0
"2873","4002970983",170,"Adaptador fêm NPTx tubo","40142600A","000000000010674306",20.58,NA,0
"2874","4002970983",180,"Kit Adap c/Mang","40151506A","000000000010721596",2392.17,NA,0
"2875","4002970983",190,"Kit conexões p/calib. pressão Presys","41112400E","000000000010725015",337.69,NA,0
"2876","4002970983",200,"Maleta p/ferram. em couro","24111507","000000000010640818",517.08,NA,0
"2877","4002970983",210,"Tê macho central","40141734B","000000000010674335",322.16,"7003166605",2
"2878","4002970983",220,"Mangueira b. BOOSTER","40151700A","000000000011192766",2825.58,NA,0
"2879","4002970983",230,"Conjunto cabos d/teste 1000V","39121435","000000000010406585",848.74,NA,0
"2880","4002970983",240,"Módulo espec. p/calib. pressão Fluke","41112400E","000000000011969424",7170.6,NA,0
"2881","4002970983",250,"Módulo espec. p/calib. pressão Fluke","41112400E","000000000011969424",7170.6,"7003165772",2
"2882","4002970983",260,"Módulo espec. p/calib. pressão Fluke","41112400E","000000000011969423",7170.6,NA,0
"2883","0030571296",20,"Transm.pressão dif. 1a100kPa","41112410","000000000012222191",4743.54,NA,0
"2884","0031491586",10,"Transm.nível radar 0a40m","41111938","000000000012183265",126973.97,"7003691090",6
"2885","4002987084",10,"Válv. controle, globo, DN 4"" 150 FR","40141609","000000000012529567",7000,NA,0
"2886","4002987084",20,"Válv. controle, globo, DN 4"" 150 FR","40141609","000000000012529567",7000,NA,0
"2887","0031234512",10,"Válv. solenóide RO 1/4""NPT-M 3/2 vias","40141605","000000000011218880",4353.85,"7003643825",5
"2888","0030815895",10,"Válvula hidráulica Direcional","40141608","000000000011600459",120830,NA,0
"2889","0031376898",10,"Válvula hidráulica Direcional","40141608","000000000010657603",24498.83,"7003683931",11
"2890","0028909724",10,"Rotâmetro 1/2"" 0-20Nm3/h","41112503","000000000012162552",4855,NA,0
"2891","0031283892",10,"Correntômetro 0-600cm/s","41114410A","000000000011774318",81789.17,"7003684363",7
"2892","0029578247",10,"Chave nível dispersão FLG 1""2500FJA","39121531","000000000011646787",28052.08,"7003684388",3
"2893","0031225677",10,"Chave fluxo térmica DN 1""","39121538","000000000012545657",17226.85,"7003684388",5
"2894","0031568429",10,"Válvula borboleta lug 16"" 150# C95800","40141619","000000000011504152",41491.99,"7003684406",9
"2895","0031496699",10,"Motor el. 3F 2p 37kW 440V Ex nA","26101114","000000000011960962",34420.45,"7003685593",5
"2896","0030836343",10,"Regulador pressão 25a4000psi","40142201","000000000011065840",53561.39,"7003447549",5
"2897","0030524137",10,"Válvula agulha 1/2"" fêmea NPT A351-CF8M","40141602","000000000010331440",718,"7003448124",2
"2898","0030756328",10,"Transm.pressão dif. -300a300psi","41112410","000000000012593796",40000,"7003450001",5
"2899","0030280702",10,"Posicionador intelig. 0a90º 0a4""","40141600E","000000000011576415",5604.69,NA,0
"2900","0030538216",10,"Posicionador intelig. 0a4""","40141600E","000000000011685135",25830.66,"7003453002",8
"2901","0030777624",10,"Posicionador intelig. 10a120mm","40141600E","000000000011129642",8524.83,"7003731847",12
"2902","0030776753",10,"Válvula gav. 3/4"" 800# ES A105","40141613","000000000010011755",816.75,"7003453008",6
"2903","0029281920",10,"Comunicador campo bat.Li-ion","41111917B","000000000011241924",22290.92,NA,0
"2904","0029579543",10,"Comunicador campo bat.Li-ion","41111917B","000000000011241924",24691.18,"7003453391",4
"2905","0029703280",10,"Comunicador campo 90-240Vca","41111917B","000000000012110409",34113.16,NA,0
"2906","0028548413",10,"Vv.controle borb. NPS 12 Cv1227","40141609","000000000011292430",5000,"7003526644",1
"2907","0030285468",10,"Tubo(tube) A269 S31254 0.750x 0.095"" x6m","31231319","000000000011915212",85.54,"7003524352",1
"2908","0030678990",10,"Comp.vazão MVS configurável","41112512","000000000011144814",188056.8,NA,0
"2909","0030829185",10,"Valvula de controle","40141609","000000000012632850",60000,"7003702983",3
"2910","0029843828",10,"Vv.controle globo NPS 8 Cv770","40141609","000000000012524367",50000,NA,0
"2911","0030361879",10,"Motor el. 3F 2p 1200kW 13,8kV","26101114","000000000012458170",576854,NA,0
"2912","0029612480",10,"Valvula ocular DN 2"" FLG 1500# A2'6-WCB","40141638","000000000012424051",20000,"7003530168",1
"2913","0030132689",10,"Vv.controle borb. NPS 10","40141609","000000000012109622",30000,"7003690855",1
"2914","0029932599",10,"Válvula borboleta lug triexc fire-safe 1","40141619","000000000012542718",16000,NA,0
"2915","0030859842",10,"Válvula borboleta lug triexc fire-safe 1","40141619","000000000011728822",35292.2,"7003529748",8
"2916","0030923074",10,"Vidro espec. p/visor nível Visex","41112407C","000000000010104720",301.19,"7003531597",5
"2917","0030924231",10,"Vidro espec. p/visor nível Visex","41112407C","000000000010104720",301.19,"7003531597",12
"2918","0030571296",10,"Transm.pressão dif. 1a100kPa","41112410","000000000012222191",15607.05,"7003479828",4
"2919","0030826616",10,"Transm.pressão dif. 5a500kPa","41112410","000000000012270986",5979.68,"7003479828",6
"2920","0030294754",10,"Válv. solenóide RO 1/4""NPT-F 3/2 vias","40141605","000000000011367593",2773.78,"7003479830",2
"2921","0030285732",10,"Transm.pressão dif. 5a500kPa","41112410","000000000012584854",3827,"7003401391",1
"2922","0030296688",10,"Controlador p/cél.eletr. 480Vca","39121106","000000000012563240",31315.29,"7003399753",1
"2923","0029267168",10,"Tubo comp polimérico revest PU reforç. c","40142100A","000000000011109809",2483.4,NA,0
"2924","0029267168",20,"Tubo comp polimérico revest PU reforç. c","40142100A","000000000011109809",1839.21,NA,0
"2925","0031437945",10,"Prensa-cabo 3,5 - 8,5mm IP66 Exd","39121431","000000000010432557",308.55,"7003646908",3
"2926","4002969973",10,"Caixa calibração 90-132/180-264Vca","41113600D","000000000011134932",153912,NA,0
"2927","4002969973",20,"Caixa calibração 90-132/180-264Vca","41113600D","000000000011134932",166539.7,"7003646940",3
"2928","0029305148",30,"Cabo potência 1kV 3x 16mm² XLPE ST7","26121629","000000000011678922",30.98,"7003800914",1
"2929","4003008014",10,"Acumulador Pb-ácido 12V 155Ah C10","26111707","000000000012545107",2500,"7003520452",3
"2930","0031366482",10,"Lâmina p/visor nível Klinger","41112407C","000000000010207145",302.81,NA,0
"2931","4003014065",10,"BATERIAS E ACUMULADORES ELÉTRICOS (AC)","26111703",NA,1,"7003514992",1
"2932","4003014065",20,"BATERIAS E ACUMUL. ELÉTRICOS (ME/EPP)","26111703",NA,1,"7003514992",2
