"","req","item_req","texto_req","grupo_mercadoria","nm","valor_estimado","oportunidade","item_oportunidade"
"1","0030076109",10,"Kit vedação p/válv.borboleta Euro Valve","40141616","000000000012133563",10672.2,"7003574004",8
"2","0030693325",10,"Bucha p/válv.emergência Gimpel","40141616","000000000010304643",13393.89,"7003685365",12
"3","4003011659",10,"Banco de Baterias BT-5265-E2P-004A","26111700A",NA,399000,"7003573760",1
"4","4003011659",20,"Banco de Baterias BT-5265-E2P-004B","26111700A",NA,399000,"7003573760",2
"5","4003011659",30,"Banco de Baterias BT-5265-E1P-002A","26111700A",NA,399000,"7003573760",3
"6","4003011659",40,"Banco de Baterias BT-5265-E1P-002B","26111700A",NA,399000,"7003573760",4
"7","4003011659",50,"Banco de Baterias BT-5265-E2P-001A","26111700A",NA,1197000,"7003573760",5
"8","4003011659",60,"Banco de Baterias BT-5265-E2P-001B","26111700A",NA,1197000,"7003573760",6
"9","0028741991",10,"Vv.controle on-off esfera NPS 2","40141609","000000000011616383",81060.96,"7003154001",17
"10","0028741991",20,"Vv.controle on-off esfera NPS 2","40141609","000000000011616383",111913.56,"7003571429",1
"11","0030466016",10,"Vv.controle esfera NPS 3/4 Cv16,9","40141609","000000000011289971",16276,NA,0
"12","0031100995",10,"Lumin. LED 100W 85-265Vca","39111501A","000000000012652962",419,"7003565935",6
"13","0030735760",10,"Transm.vazão ultrasôn. 0a12m/s","41112516","000000000012609136",74906,NA,0
"14","0031141238",10,"Transm.pressão dif. -5a5kgf/cm2","41112410","000000000012600309",50000,NA,0
"15","0031044732",10,"Detector chama","46191504","000000000010591016",15742.47,NA,0
"16","0031178983",10,"Detector chama p/forno/cald. UV 4-20mA","46191504","000000000011260461",52244.78,"7003567104",5
"17","0030480173",10,"Válv.múltipla 2vv. AI 316","40141600H","000000000012297287",54120.84,"7003552075",1
"18","0030855925",10,"Transm.nível displacer 0a27m Ø43 X 140mm","41111938","000000000012220288",80000,NA,0
"19","4003009686",10,"Carga resistiva 255kW 220V","39121000D","000000000012509809",236758.34,"7003552080",13
"20","4003009686",20,"Sonda esp. p/carreg.bateria Megger","26111704A","000000000012509587",6234.17,"7003536840",1
"21","4003009686",30,"Testador de baterias","26111719","000000000012506591",134132.52,NA,0
"22","4003009686",40,"Testador de baterias","26111719","000000000012506591",134132.52,NA,0
"23","4003013570",10,"Transm.pressão man. 0a21000kPa","41112410","000000000012653554",10000,NA,0
"24","4003013570",20,"Detector hidrocarbonetos 0-100LEL","41113105","000000000012659467",60000,NA,0
"25","0031178750",10,"Cabo potência 15kV 1x 240mm² HEPR ST2","26121629","000000000011225505",137.93,"7003552093",8
"26","0030626431",10,"Pressostato dif. 650a2250psi","39121506","000000000010124802",5906.6,NA,0
"27","4002990808",10,"Elem.tp.cartucho p/glicol 3µm em f.de vi","40161807","000000000012310706",2500,NA,0
"28","4002990808",20,"Elem.tp.cartucho p/fluid.HW525 3µm em f.","40161807","000000000012012694",1811.37,NA,0
"29","4002990808",30,"Balão acumul. p/acumulador hidr.","27126102A","000000000012012010",10245,"7003240237",1
"30","4002990808",40,"Elem.tp.cartucho p/fluido hidrául./lubri","40161807","000000000012482671",550,"7003165472",13
"31","4002990808",50,"Elem.tp.cartucho p/fluid.HW525 3µm em f.","40161807","000000000012189868",5063.85,NA,0
"32","4002990808",60,"Regulador pressão pré-calibrada","40142201","000000000012226752",3183.07,NA,0
"33","4002990808",70,"Válvula alívio 3/8x 3/8"" AISI-316","40141606","000000000011788198",6.3,NA,0
"34","4002990808",80,"Balão acumul. p/acumulador hidr.","27126102A","000000000012380587",2631.75,"7003441539",10
"35","4002990808",90,"Regulador pressão pré-calibrada","40142201","000000000012226752",13121.35,NA,0
"36","4002990808",100,"Regulador pressão pré-calibrada","40142201","000000000012226752",13121.35,NA,0
"37","0028937786",10,"Válv.esf. F/S 1"" 2500# FJA A105/A216WCB","40141607","000000000011914976",10551.96,"7003554606",1
"38","0030093531",10,"Válv.esf. F/S 1 1/2"" 1500# FJA A105/A216","40141607","000000000011534277",9435.03,"7003554606",2
"39","0030655841",10,"Válvula macho n/lub 150 FLG FR A216-WCB","40141626","000000000012588905",35000,NA,0
"40","0031331198",10,"Lumin. LED 36W 100-240Vca Ex nA","39111501A","000000000012234796",1308.22,"7003661114",4
"41","0030925835",10,"Válv. regul. pressão DN1/2"" Cv1,95","41112404","000000000012653017",33444.49,"7003662871",3
"42","0031371940",10,"Bateria acumuladores ácida 126V 125Ah","26111700A","000000000010726296",53130.32,"7003662388",4
"43","0031441696",10,"Bateria acumuladores ácida 108V 365Ah","26111700A","000000000012630139",0.01,"7003662388",6
"44","0029522942",10,"Transm.vazão eletromag. 0a20m3/h","41112516","000000000011112340",28000,NA,0
"45","0030868783",10,"Transm.vazão eletromag. 0,3a12m/s","41112516","000000000012548409",350000,NA,0
"46","4002995779",10,"Transm.vazão ultrasôn. configurável","41112516","000000000012216412",56921.55,NA,0
"47","0031487172",10,"Vv.controle on-off esfera NPS 10","40141609","000000000012152612",212459.51,"7003662544",20
"48","0030545260",10,"Haste bomb pesad AISI 4142 1 1/2"" x25'","20143000C","000000000011062963",614.89,NA,0
"49","0029616858",10,"Válv.esf. F/S 8"" 1500# FJA A995-6A","40141607","000000000011533854",249099.69,"7003405894",1
"50","0030199843",10,"Válv.esf. F/S 4"" 600# FJA LCC","40141607","000000000012356355",10399.97,NA,0
"51","0030320318",10,"Anodo galvân. zinco NBR 9358 ZQS-40","31120000A","000000000011635352",726.69,NA,0
"52","0030320318",20,"Anodo galvân. zinco NBR 9358 ZQS-40","31120000A","000000000011635352",1198.51,"7003526866",2
"53","0029617779",10,"Válv. regul. pressão DN1"" Cv4,4","41112404","000000000011636670",24000,NA,0
"54","0030106085",10,"Válvula hidráulica Vazão","40141608","000000000011868139",15000,"7003568786",3
"55","0030199912",10,"Válvula hidráulica Direcional","40141608","000000000011547284",45828.13,NA,0
"56","0030844963",10,"Válv. borb. waf. 42"" 150# A536-65-45-12","40141620","000000000010615147",50000,"7003574976",5
"57","0030590438",10,"Relé multifunção digital f=37 f=46 f=48","39122323","000000000010229146",20186.66,"7003572521",4
"58","0030175988",10,"Trecho reto unidirecional DN10"" 1,312"" A","41110000F","000000000012416339",1e+05,"7003472427",1
"59","0030175988",20,"Trecho reto unidirecional DN10"" 1,312"" A","41110000F","000000000012416339",410183.55,NA,0
"60","0030723759",10,"Válvula borboleta lug triexc fire-safe 6","40141619","000000000011535408",7656.68,NA,0
"61","0029315194",10,"Disco d/ruptura inox/tef 4"" p/flange","40142323","000000000010111334",4093.14,"7003418442",2
"62","0029315194",20,"Disco d/ruptura inox/tef 4"" p/flange","40142323","000000000010111334",5571.6,NA,0
"63","0030050129",10,"Disco d/ruptura Hastelloy C-276 6""","40142323","000000000011752907",9075,"7003418442",3
"64","4002989778",10,"Acumulador Pb-ácido 12V 155Ah C10","26111707","000000000012545107",2500,"7003399522",4
"65","0029736864",10,"Motor el. 3F 2p 895kW 4kV","26101114","000000000012164750",550000,"7003397812",3
"66","4003004269",10,"Global de Transmissor de Pressão","41112410",NA,1,"7003397178",1
"67","0030577084",10,"Posicionador eletropneum. 30a120º","40141600E","000000000012437179",84796.48,NA,0
"68","0030577084",20,"Posicionador eletropneum. 30a120º","40141600E","000000000012437179",119143.1,"7003573782",1
"69","0030563412",10,"Célula carga tração 0a30000lbf","41112108","000000000011080152",2130.5,NA,0
"70","0029133328",10,"Transm.vazão ultrasôn. 0a20m/s","41112516","000000000012489721",122160,"7003405980",1
"71","0029983734",10,"Cabo potência 15kV 1x 500mm² HEPR ST7","26121629","000000000012244927",200,"7003401951",3
"72","0029983734",20,"Cabo potência 15kV 1x 500mm² HEPR ST7","26121629","000000000012244927",200,"7003667645",1
"73","4002993103",10,"Medidor multiv. analóg. 9Vcc","41111900C","000000000012178008",55000,"7003406001",1
"74","0029600781",10,"Med.volum. ultrasôn. 150a1500m3/h","41112512","000000000012049263",93250.96,"7003155256",8
"75","0029600781",20,"Med.volum. ultrasôn. 150a1500m3/h","41112512","000000000012049263",112744.67,"7003401700",6
"76","0030332743",10,"Vv.controle on-off esfera NPS 6","40141609","000000000012076758",106172.73,"7003406092",1
"77","0030332743",20,"Vv.controle on-off esfera NPS 6","40141609","000000000012076758",106172.73,NA,0
"78","0030552427",10,"Vv.controle on-off esfera NPS 8 Cv9199","40141609","000000000012519789",196623.95,NA,0
"79","0030552431",10,"Vv.controle on-off esfera NPS 8 Cv9300","40141609","000000000012533632",180823.3,NA,0
"80","0031220732",10,"Tubo AC A672-B60-22 c/c (long.) 26""x0.37","40142101","000000000010227369",3843.25,NA,0
"81","0031413514",10,"Válvula gav. 12"" 300# FR WCB","40141613","000000000010011474",22510.24,"7003655205",10
"82","4003015436",10,"Amarra s/malhete DN elo 89mm x 6,35m","31151600B","000000000011453090",24809.14,NA,0
"83","4003015436",20,"Amarra s/malhete DN elo 89mm x 6,35m","31151600B","000000000011453090",24665.34,"7003657954",5
"84","0031266308",10,"Unid.controle p/AEI Auma","31251500A","000000000012003925",24528.04,"7003661255",7
"85","0031266342",10,"Jg.anéis p/atuador pneum. Biffi","31251500A","000000000012263497",24000,"7003661255",8
"86","0031335002",10,"Cabo el. aquecimento Paral.","26121601","000000000010293407",176.96,NA,0
"87","0031344661",10,"Cabo potência 6kV 1x 35mm² EPR ST2","26121629","000000000010188699",51.11,NA,0
"88","0031261164",10,"Válvula ventosa p/tubul. 6""","40141627","000000000012715719",54850.52,NA,0
"89","0029460951",10,"Motor el. 3F 2p 2,2kW 440V Ex nA","26101114","000000000010940105",5728,NA,0
"90","0030139072",10,"Motor el. 3F 2p 15kW 440V Ex nA","26101114","000000000012569758",50000,"7003425564",4
"91","0030407557",10,"Motor el. 3F 4p 110kW 440V","26101114","000000000011112247",64167.96,NA,0
"92","0030564093",10,"Motor el. 3F 4p 11kW 440V Ex nA","26101114","000000000012604764",32000,"7003425564",13
"93","0031552724",10,"Transm.vazão ultrasôn. 0a20m/s","41112516","000000000012430842",146440,"7003708087",5
"94","0031568973",10,"Transm.vazão ultrasôn. 0a1290m3/h","41112516","000000000011823758",46256.09,"7003708087",6
"95","0030022766",10,"Conector trans 3"" RO 5Bxchanfro","40142300B","000000000011269779",1306.8,"7003709578",1
"96","0030343977",10,"Conj. p/ manut. de motor hidr. Do motor","26101304B","000000000012590146",15000,"7003787410",1
"97","0030235447",10,"Tubo flexível AISI304 1 1/2x 8000mm","40142006A","000000000011614081",2983.21,"7003703923",1
"98","0031610575",10,"Posicionador intelig. 2a4""","40141600E","000000000011662710",4899.8,"7003713901",11
"99","4003012693",10,"Válvula esfera para instrumentação","40141602",NA,1,"7003472160",1
"100","0029604747",10,"Bateria acumuladores ácida 108V 285Ah","26111700A","000000000012349676",58208.6,"7003761823",1
"101","0030617763",10,"Atuador hidráulico linear","31251503","000000000011222206",53535.79,NA,0
"102","0030556982",10,"Tampa 16"" polietileno","40142004A","000000000012516218",100,"7003476720",2
"103","0030869205",10,"Motor el. 3F 4p 1,1kW 440V","26101114","000000000012190681",24129.65,"7003460565",3
"104","0028353988",10,"Válvula seg/alív. 6x 10"" FR AISI-316","40141606","000000000011489575",8000,"7003460197",1
"105","0030315681",10,"Válvula seg/alív. 9/16x 3/8"" AISI-316","40141606","000000000012221967",5263.5,NA,0
"106","0029231885",10,"Chave posição 10A","39122213","000000000011294695",6744.05,"7003459659",1
"107","0029894456",10,"Válv. controle esfera DN 6"" 300 FR","40141609","000000000012509792",20000,"7003754775",1
"108","0030325135",10,"Vv.controle on-off borb. NPS 10","40141609","000000000012248263",23633.45,"7003646909",3
"109","0030863863",10,"Válv. controle, esfera, DN 6"" 150 FR","40141609","000000000012523302",87262.71,"7003460297",19
"110","4003010885",10,"TRANSMISSORES DE TEMPERATURA - LOTE 01","41112105",NA,1,"7003458628",3
"111","4003010885",20,"TRANSMISSORES DE TEMPERATURA - LOTE 02","41112105",NA,1,"7003458628",4
"112","0029678078",10,"Transm.vazão eletromag. 0,5a3m3/h","41112516","000000000010108863",13096.66,"7003550173",2
"113","0030441619",10,"Transm.vazão mássico 0a108kg/h","41112516","000000000012005171",45668.51,"7003550173",3
"114","0030844732",10,"Transm.vazão ultrasôn. configurável","41112516","000000000011246143",53414.67,"7003550173",5
"115","4002998243",10,"Transm.vazão ultrasôn. configurável","41112516","000000000012150736",44032.64,NA,0
"116","0028953738",10,"Transm.pressão abs. 0a80kgf/cm2","41112410","000000000012352982",4294.6,"7003782150",1
"117","0030415093",10,"Transm.pressão dif. 0a1000""H2O","41112410","000000000012595579",64898.06,"7003753037",1
"118","0031051119",10,"Transmissor de pressão","41112410","000000000012662234",3000,NA,0
"119","0030702441",10,"Válvula seg/alív. 4x 6"" FR A216-WCC","40141606","000000000011747182",24801.01,"7003765917",8
"120","0030908204",10,"Posicionador intelig. 10a120mm","40141600E","000000000011418250",8723.6,NA,0
"121","0030925036",10,"Posicionador intelig. 30a120º","40141600E","000000000011537001",12821.98,NA,0
"122","0029619734",10,"Válvula hidráulica Direcional","40141608","000000000011143041",35092,"7003551460",1
"123","0030592046",10,"Vv.controle globo NPS 3 Cv24","40141609","000000000012118603",233312.7,NA,0
"124","0030175083",10,"SDV gav. NPS 4 AC A216 WCB c/atuador hid","40141609A","000000000012479838",67800,"7003702891",3
"125","0029672450",10,"Válv.esf. conv. 24"" 600# FJA A105/A216WC","40141607","000000000010579305",40000,"7003549900",3
"126","0030693740",10,"Válv glb-ang 12"" B16.5 FR 300# A216","40141617","000000000012568142",43145.99,"7003549900",10
"127","0031091880",10,"Válvula gav. 2 1/16"" 10000# Fur. API 6BX","40141613","000000000012667371",85000,NA,0
"128","0030949748",10,"Válvula borboleta lug fire-safe 12"" 150#","40141619","000000000011841530",24684.74,NA,0
"129","0030949748",20,"Válvula borboleta lug fire-safe 12"" 150#","40141619","000000000011841530",22714.09,"7003754774",1
"130","0030951565",10,"Junta de exp. axial 2000x3690mm","40142312","000000000012650114",350000,"7003551192",5
"131","0029594197",10,"Posicionador intelig. 0a90º","40141600E","000000000010832862",15049.6,"7003549584",2
"132","0030139694",10,"Vv.controle borb. NPS 10 Cv4648","40141609","000000000011134067",364877.54,"7003761830",3
"133","0030123426",10,"Atuador hidráulico rotativo 120Nm","31251503","000000000010299293",25078.25,"7003462076",2
"134","0030243047",10,"Atuador hidráulico rotativo 20Nm","31251503","000000000010834948",17543.02,"7003462076",3
"135","0029553040",10,"Transm.vazão magnético 0,3a12m/s","41112516","000000000011776331",25000,"7003458833",1
"136","0030536163",10,"Transm.vazão eletromag. 0a5000m3/d","41112516","000000000011436051",44441.05,"7003458833",7
"137","0030132451",10,"Vv.controle esfera NPS 12","40141609","000000000011255425",121124.64,NA,0
"138","0030567711",10,"Vv.controle on-off esfera NPS 1 1/2 Cv16","40141609","000000000012023078",5190,NA,0
"139","0030968354",10,"Chave nível vibratório FLG 4"" FR300","39121531","000000000012634844",22615.61,"7003553841",3
"140","0027118666",10,"Placa eletrônica p/conv.freq. Weg","39121007A","000000000012254250",204149.05,NA,0
"141","0027118666",20,"Placa eletrônica p/conv.freq. Weg","39121007A","000000000012254250",204149.05,NA,0
"142","0027118666",30,"Placa eletrônica p/conv.freq. Weg","39121007A","000000000012254250",204149.05,NA,0
"143","0027118666",40,"Placa eletrônica p/conv.freq. Weg","39121007A","000000000012254250",204149.05,NA,0
"144","0027118666",50,"Placa eletrônica p/conv.freq. Weg","39121007A","000000000012254250",204149.05,NA,0
"145","0030977543",10,"Pn.instrum.eletr. 600X700X300mm","39121100D","000000000012602491",92620.74,"7003554234",2
"146","0031009498",10,"Pn.instrum.pneum. 600X800X400mm","39121100D","000000000012076558",1e+05,"7003554234",3
"147","0030792948",10,"Supervisor isolamento p/rede CA 220Vca","39121106","000000000012394829",113204.44,"7003554236",3
"148","4002992710",10,"Medidor vibração 0,7-65mm/s","41116400A","000000000010463092",4672.75,"7003553518",4
"149","0029579017",10,"Duto flexível neoprene DN 400mm","40141901","000000000010571258",3448.5,NA,0
"150","0029579017",20,"Duto flexível neoprene DN 400mm","40141901","000000000010571258",3303.3,"7003553519",1
"151","0029767242",10,"Duto flex corrug NBR13897 PEAD PT DN75mm","39121205A","000000000010166174",11.8,"7003790357",1
"152","0028766823",10,"Válv. solenóide sub base P 3vias","40141605","000000000010867241",25240.41,"7003555499",1
"153","0030071978",10,"Válv. solenóide RO 1/2""NPT-F 2vias","40141605","000000000011904275",18588.66,NA,0
"154","0030165994",10,"Botoeira 2botões 690V Exe","39121561","000000000010207755",1430.9,"7003475622",2
"155","4003002835",10,"Painel elétrico de baixa tensão","39121112","000000000012586417",25000,"7003476841",1
"156","0029613139",10,"Resfriador espec. p/transm.nível Vega","41111938A","000000000012438631",16000,"7003582713",6
"157","0031066119",10,"Transm.vazão princípio de funcionamento:","41112516","000000000012165826",15000,"7003584991",6
"158","0029005515",10,"Vv.controle esfera NPS 6 Cv657","40141609","000000000011969153",80000,"7003154001",32
"159","0029005515",20,"Vv.controle esfera NPS 6 Cv657","40141609","000000000011969153",80000,"7003708619",2
"160","0030967240",10,"Vv.controle esfera NPS 8","40141609","000000000011378456",153887.03,"7003708619",6
"161","0029584832",10,"Vv.controle globo NPS 1 Cv3,56","40141609","000000000012047857",38215.8,NA,0
"162","0030490211",10,"Vv.controle globo NPS 4 Cv61","40141609","000000000011281707",1590,NA,0
"163","0030490211",20,"Vv.controle globo NPS 4 Cv61","40141609","000000000011281707",1590,"7003448158",5
"164","0030133103",10,"Atuador pneum. linear curso 2""","31251504","000000000012054792",57620.15,NA,0
"165","0030285745",10,"Placa eletrônica p/nobreak Ametek","39121011A","000000000011007054",25207.68,"7003662417",1
"166","0030285745",20,"Placa eletrônica p/nobreak Ametek","39121011A","000000000011007054",25601.6,"7003687770",1
"167","4003009221",10,"Aparelho de teste de PSV.- EVT","41112108",NA,180000,"7003582647",1
"168","0029604586",10,"SDV esf. NPS 10 AI UNS J93380 c/atuador","40141609A","000000000012268707",70000,"7003702891",1
"169","0030511584",10,"Vv.controle borb. NPS 6 Cv1195","40141609","000000000011142259",36428.77,"7003524272",3
"170","0031108348",10,"Vv.controle on-off esfera NPS 12","40141609","000000000012468183",47838.95,NA,0
"171","0030233310",10,"Válvula hidráulica Pressão","40141608","000000000012164014",6500,"7003683931",2
"172","0030553483",10,"Válvula hidráulica Direcional","40141608","000000000011406421",56841.46,NA,0
"173","0031072394",10,"Válvula hidráulica Pressão","40141608","000000000012271977",15645.17,"7003683931",10
"174","0031524606",10,"Válvula hidráulica Direcional","40141608","000000000010510950",49125.92,"7003683931",13
"175","0030339215",10,"Transm.vazão eletromag. configurável","41112516","000000000012266782",2768.72,"7003684317",2
"176","0029528246",10,"Chave nível flutuador RO 1""NPT","39121531","000000000011283661",8887.57,"7003684388",2
"177","0031527918",10,"Motor el. 3F 4p 30kW 440V Ex nA","26101114","000000000011950557",40356.77,"7003685593",8
"178","0029599746",10,"Totaliz.vazão ultrasôn. 0a20m/s","41112512","000000000010853553",19980,"7003656504",1
"179","4003017189",10,"Monitor p/corrente e tens. 19,2 - 72Vcc","39121106","000000000012664539",58000,"7003579017",4
"180","4003017189",20,"Fonte alimentação +12 -12/ +5 -5/ +3.3 V","39121004","000000000011737761",1875.03,NA,0
"181","4003017189",30,"Monitor p/corrente e tens. 19,2 - 72Vcc","39121106","000000000012664539",58000,NA,0
"182","0030341973",10,"Válvula agulha 1/2"" M-F NPT A105","40141602","000000000010167038",211.63,"7003448124",1
"183","0030591642",10,"Transm.pressão dif. 0a5080mmH2O","41112410","000000000011767904",8378.13,"7003450001",1
"184","0030591642",20,"Transm.pressão dif. 0a5080mmH2O","41112410","000000000011767904",9645.09,NA,0
"185","0030022817",10,"Posicionador eletropneum. 3a6""","40141600E","000000000011605437",12819.98,"7003676455",1
"186","0029232026",10,"Transm.d/posição 0a360º","41111937","000000000010659774",9455.05,"7003454484",1
"187","0030655507",10,"Válvula gav. 3/4"" 800# ES A105","40141613","000000000010011510",770.46,"7003453008",2
"188","0030959941",10,"Vv.controle on-off globo NPS 1 1/2","40141609","000000000012659206",50000,NA,0
"189","0028505566",10,"Vv.controle esfera NPS 16","40141609","000000000012461866",170000,"7003465341",1
"190","0030583374",10,"Transm.nível magtivo haste 1300mm","41111938","000000000012069790",14500,"7003577456",2
"191","0029578606",10,"Motor el. 3F 4p 30kW 440V","26101114","000000000011729933",53035.34,NA,0
"192","0031152879",10,"Motor el. 3F 4p 230kW 4kV Ex nA","26101114","000000000011226576",198433.32,NA,0
"193","0026671629",10,"Transm.nível displacer 0a813mm","41111938","000000000010743705",40570.62,"7003129067",1
"194","0026671629",20,"Transm.nível displacer 0a813mm","41111938","000000000010743705",58914.78,NA,0
"195","0030846585",10,"Válv.esf. conv. 4"" 150# FR B62","40141607","000000000011497494",19854.16,NA,0
"196","0030203220",10,"Válv. controle, globo, DN 4"" 300 FR","40141609","000000000012580274",47000,"7003582104",5
"197","0030732464",10,"Válvula globo 12"" 150# A995 6A","40141611","000000000011533008",59529.76,"7003582104",7
"198","0031306450",10,"Válv. controle, globo, DN 8"" 150 FR","40141609","000000000012622618",185212.93,"7003582104",14
"199","0031354164",10,"Válvula seg/alív. 2x 3"" FR AISI-316","40141606","000000000011761561",14328.91,"7003754777",2
"200","0028265179",10,"Visor nível transp. 321mm","41112407B","000000000012422285",28632,"7003582108",1
"201","0031184834",10,"Motor el. 3F 2p 2610kW 13,2kV Ex nA","26101114","000000000011290454",8e+05,NA,0
"202","0031085981",10,"QD 220V 1884 x1476 x478mm Exd","39121103","000000000012557613",1e+05,"7003788176",2
"203","0030874781",10,"Termoresistência Pt 100 664mm 3 fios","41112211","000000000012628127",23970,"7003582474",3
"204","0028375718",10,"SDV esfera NPS 8 AI UNS J93380 c/atuador","40141609A","000000000012240937",0.01,NA,0
"205","0029701930",10,"SDV esf. NPS 6 AC A216 WCB c/atuador pne","40141609A","000000000010953575",115342.5,"7003582114",3
"206","0029829743",10,"Vv.controle borb. NPS 12","40141609","000000000011429017",377646.22,"7003582114",5
"207","0030028589",10,"SDV esf. NPS 10 AI UNS J93380 c/atuador","40141609A","000000000012563597",85905.64,"7003582114",7
"208","0030844317",10,"Válvula borboleta lug triexc fire-safe 2","40141619","000000000011535313",98282.33,NA,0
"209","0031192992",10,"Luminária port. pneum. 250W 24Vca Ex s z","39111518","000000000010612965",14470.47,"7003582115",3
"210","0030706060",10,"Anodo galvân. zinco NBR 9358 ZQS-40","31120000A","000000000011635352",1198.51,"7003582478",1
"211","0028938790",10,"Válv. solenóide conex.CETOP 03 4/2vias","40141605","000000000012374235",26555.8,NA,0
"212","0028839468",10,"Controlador posição digital","41112400C","000000000011379887",135741.46,NA,0
"213","0028839468",20,"Controlador posição digital","41112400C","000000000011379887",114055.2,NA,0
"214","0030720222",10,"Monitor arco elétrico","39121106A","000000000012621637",80000,"7003579017",1
"215","0030731329",10,"Placa circuito p/pn.elétr.","39121100A","000000000012120238",6589.34,NA,0
"216","0031012164",10,"Bateria acumuladores ácida 216V 350Ah","26111700A","000000000012375166",128353.79,"7003575701",6
"217","0029585023",10,"Vv.controle on-off borb. NPS 2","40141609","000000000011586624",0.01,"7003649511",3
"218","0030979177",10,"Válv. controle, globo, DN 6"" 300 FR","40141609","000000000012658499",355348,NA,0
"219","0030120092",10,"Lumin. LED 30W 100-240Vca/108-250Vcc Ex","39111501A","000000000012465165",936.2,"7003526645",1
"220","0030204718",10,"Lumin. LED 188W 100-277Vca Ex nA","39111501A","000000000011481277",1810.74,"7003526645",3
"221","0029949240",10,"Válv. solenóide RO 1/2""NPT-F 2vias","40141605","000000000011904275",19748.74,NA,0
"222","0029949240",20,"Válv. solenóide RO 1/2""NPT-F 2vias","40141605","000000000011904275",18947.34,"7003802706",1
"223","0029581723",10,"Vv.controle globo NPS 1 Cv0,6","40141609","000000000010750713",104808.5,"7003523744",3
"224","0030736620",10,"Valvula de controle","40141609","000000000012622543",33393.14,"7003702983",2
"225","0030756940",10,"Válv. controle, globo, DN 8"" 150 FR","40141609","000000000012622618",185212.93,NA,0
"226","0030303680",10,"Transf.auxil. 500VA 3F prim.440/220V","39121002","000000000010369682",350,NA,0
"227","0030299174",10,"Válv.esf. conv. 1"" 1500# FJA F55/A995-6A","40141607","000000000011211255",11844.81,"7003515638",1
"228","0030863299",10,"Transm.vazão mássico configurável","41112516","000000000012635611",46852.11,"7003479827",7
"229","0031006654",10,"Transm.nível displacer 0a48""","41111938","000000000010765732",5432,"7003691090",1
"230","0031529324",10,"Transm.nível radar 0a35m","41111938","000000000012228975",45880.77,"7003691090",10
"231","0029498861",10,"Vv.controle globo ang NPS 1 Cv0,56","40141609","000000000010807546",9620,"7003397990",3
"232","0030088697",10,"Vv.controle on-off globo NPS 3/4 Cv1,07","40141609","000000000012565540",10000,NA,0
"233","0029890242",10,"Tubo AL A335-P5 s/c B36.10 10""x0.365"" ST","40142105","000000000010000592",1216.02,NA,0
"234","0030077183",10,"Tubo AL A335-P9 s/c B36.10 3 1/2""x0.318""","40142105","000000000010407859",1999.84,"7003400547",3
"235","0030019390",10,"Paraf. estojo UNS N06625 3""-8 x20""","31161619","000000000012561908",690,"7003400057",3
"236","0030278158",10,"Tubo sanf pas.norm AISI304 3/4""x 10000mm","40142006A","000000000012261138",528.72,"7003522881",3
"237","4003002444",10,"Acumulador Pb-ácido 2V 261Ah C10","26111707","000000000011933504",862.67,"7003520452",2
"238","4003008560",10,"Acumulador Pb-ácido 12V 100Ah C10","26111707","000000000011168517",1099.72,"7003520452",4
"239","0029952975",10,"Vv.controle globo NPS 6x12 Cv120","40141609","000000000011687614",12000,"7003684432",5
"240","0031220320",10,"Conv.freq. 3F 0 -320Hz 380-500V 50/60Hz","39121007","000000000011771479",405673.64,"7003685594",7
"241","0031395930",10,"Kit reparo tub.","31201519A","000000000012503840",9157.5,NA,0
"242","0031494577",10,"Tubo flex. poliam flex 1000# DE 5/16""","31231313","000000000010078424",74.91,"7003684521",4
"243","0031436355",10,"Detector chama p/forno/cald. UV 4-20mA","46191504","000000000011260461",52244.78,"7003680826",7
"244","0031423552",10,"Regulador pressão faixa pressão de saída","40142201","000000000010285578",1487.81,"7003684210",7
"245","4003024217",10,"Analis.umidade 0,1a2500ppmv","41112304","000000000012265000",418789.66,"7003685346",7
"246","0031340245",10,"Vv.controle borb. NPS 8","40141609","000000000011153704",47579.35,"7003785941",4
"247","0031451371",10,"Regulador pressão 1a10bar","40142201","000000000012589262",25000,"7003691919",5
"248","0030078500",20,"Vv.controle esfera NPS 3","40141609","000000000012546287",64228.31,NA,0
"249","0029665744",10,"Motor el. 3F 2p 45kW 440V Ex de","26101114","000000000012196260",80000,"7003523746",1
"250","0030727731",10,"Motor el. 3F 4p 75kW 440V Ex de","26101114","000000000012564004",110000,"7003523746",6
"251","0029128273",10,"Monitor arco elétrico","39121106A","000000000011276451",15624.24,NA,0
"252","0029128273",20,"Monitor arco elétrico","39121106A","000000000011276451",19864.94,"7003523748",1
"253","0029128273",30,"Monitor arco elétrico","39121106A","000000000011276451",8701.11,NA,0
"254","0030732629",10,"Cubo DN 10"" 1500PSI","40142300E","000000000012124449",73788.51,"7003523750",2
"255","0030645279",10,"Válvula borboleta lug triexc fire-safe 1","40141619","000000000011535278",32614.96,"7003529748",3
"256","0030859840",10,"Válvula borboleta lug triexc fire-safe 8","40141619","000000000011728821",30574.13,NA,0
"257","0029069406",10,"Atuador intel. multvoltas 81Nm","31251501","000000000010550766",67479.15,NA,0
"258","0029069406",20,"Atuador intel. multvoltas 81Nm","31251501","000000000010550766",63544.48,NA,0
"259","0029069406",30,"Atuador intel. multvoltas 81Nm","31251501","000000000010550766",59726.75,NA,0
